,SOURCE,SYMBOL,SERIES,ISIN_NUMBER
510,NSE,MODISONLTD,EQ,INE737D01021
511,NSE,MPHASIS,EQ,INE356A01018
512,NSE,MPSLTD,EQ,INE943D01017
513,NSE,MRF,EQ,INE883A01011
514,NSE,NATCAPSUQ,EQ,INE936B01015
515,NSE,NARMADA,EQ,INE117Z01011
516,NSE,NAM-INDIA,EQ,INE298J01013
517,NSE,NAHARSPING,EQ,INE290A01027
518,NSE,NAHARPOLY,EQ,INE308A01027
519,NSE,NAHARINDUS,EQ,INE289A01011
520,NSE,NAHARCAP,EQ,INE049I01012
521,NSE,NAGREEKEXP,EQ,INE123B01028
522,NSE,NAGREEKCAP,BE,INE245I01016
523,NSE,NAGAFERT,EQ,INE454M01024
524,NSE,NACLIND,EQ,INE295D01020
525,NSE,MWL,EQ,INE0JYY01011
526,NSE,MVGJL,EQ,INE0KNT01012
527,NSE,MUTHOOTMF,EQ,INE046W01019
528,NSE,MUTHOOTFIN,EQ,INE414G01012
529,NSE,MUTHOOTCAP,EQ,INE296G01013
530,NSE,MURUDCERA,EQ,INE692B01014
531,NSE,MRPL,EQ,INE103A01014
532,NSE,MSPL,EQ,INE752G01015
533,NSE,MSTCLTD,EQ,INE255X01014
534,NSE,MSUMI,EQ,INE0FS801015
535,NSE,MTARTECH,EQ,INE864I01014
536,NSE,MTEDUCARE,BE,INE472M01018
537,NSE,MIDHANI,EQ,INE099Z01011
538,NSE,MTNL,EQ,INE153A01019
539,NSE,MUFTI,EQ,INE220Q01020
540,NSE,MUKANDLTD,EQ,INE304A01026
541,NSE,MUKKA,EQ,INE0CG401037
542,NSE,MUKTAARTS,EQ,INE374B01019
543,NSE,MUNJALAU,EQ,INE672B01032
544,NSE,MUNJALSHOW,EQ,INE577A01027
545,NSE,MUFIN,EQ,INE08KJ01020
546,NSE,RUSHIL,EQ,INE573K01025
547,NSE,RUSTOMJEE,EQ,INE263M01029
548,NSE,RVHL,EQ,INE09E501017
549,NSE,TVSSCS,EQ,INE395N01027
550,NSE,TVSMOTOR,EQ,INE494B01023
551,NSE,TVSHLTD,EQ,INE105A01035
552,NSE,TVSELECT,BE,INE236G01019
553,NSE,TTML,EQ,INE517B01013
554,NSE,TTL,EQ,INE592B01024
555,NSE,TTKPRESTIG,EQ,INE690A01028
556,NSE,TTKHLTCARE,EQ,INE910C01018
557,NSE,TSFINV,EQ,INE202Z01029
558,NSE,TRUALT,EQ,INE0MWH01014
559,NSE,TRU,EQ,INE615R01029
560,NSE,TRIVENI,EQ,INE256C01024
561,NSE,TRITURBINE,EQ,INE152M01016
562,NSE,TRIGYN,EQ,INE948A01012
563,NSE,TVSSRICHAK,EQ,INE421C01016
564,NSE,TRIDENT,EQ,INE064C01022
565,NSE,TRENT,EQ,INE849A01020
566,NSE,TREL,EQ,INE0O3901029
567,NSE,TREJHARA,BE,INE00CA01015
568,NSE,TREEHOUSE,EQ,INE040M01013
569,NSE,TRAVELFOOD,EQ,INE103V01028
570,NSE,TRANSWORLD,EQ,INE757B01015
571,NSE,TRANSRAILL,EQ,INE454P01035
572,NSE,TRACXN,EQ,INE0HMF01019
573,NSE,TPLPLASTEH,EQ,INE413G01022
574,NSE,TPHQ,EQ,INE065J01024
575,NSE,TOUCHWOOD,EQ,INE486Y01013
576,NSE,TOTAL,EQ,INE336X01012
577,NSE,TORNTPOWER,EQ,INE813H01021
578,NSE,TORNTPHARM,EQ,INE685A01028
579,NSE,TRF,EQ,INE391D01019
580,NSE,TOLINS,EQ,INE0RWQ01014
581,NSE,TVTODAY,EQ,INE038F01029
582,NSE,UBL,EQ,INE686F01025
583,NSE,UPL,EQ,INE628A01036
584,NSE,UNOMINDA,EQ,INE405E01023
585,NSE,UNIVPHOTO,EQ,INE03V001013
586,NSE,UNIVCABLES,EQ,INE279A01012
587,NSE,UNIVASTU,EQ,INE562X01013
588,NSE,UNITEDTEA,EQ,INE458F01011
589,NSE,UNITEDPOLY,BE,INE368U01029
590,NSE,UNITECH,EQ,INE694A01020
591,NSE,UNITDSPR,EQ,INE854D01024
592,NSE,UNIPARTS,EQ,INE244O01017
593,NSE,UNIONBANK,EQ,INE692A01016
594,NSE,UNIMECH,EQ,INE0U3I01011
595,NSE,UNIINFO,EQ,INE481Z01011
596,NSE,UNIENTER,EQ,INE037A01022
597,NSE,TVVISION,BE,INE871L01013
598,NSE,UNIECOM,EQ,INE00U401027
599,NSE,UNICHEMLAB,EQ,INE351A01035
600,NSE,UMIYA-MRO,EQ,INE398B01018
601,NSE,UMESLTD,EQ,INE240C01028
602,NSE,UMAEXPORTS,EQ,INE0GIU01018
603,NSE,ULTRACEMCO,EQ,INE481G01011
604,NSE,UJJIVANSFB,EQ,INE551W01018
605,NSE,UGROCAP,EQ,INE583D01011
606,NSE,UGARSUGAR,EQ,INE071E01023
607,NSE,UFO,EQ,INE527H01019
608,NSE,UFLEX,EQ,INE516A01017
609,NSE,UFBL,EQ,INE382M01027
610,NSE,UDS,EQ,INE851I01011
611,NSE,UCOBANK,EQ,INE691A01018
612,NSE,UCAL,EQ,INE139B01016
613,NSE,UNIDT,EQ,INE961D01019
614,NSE,TOKYOPLAST,EQ,INE932C01012
615,NSE,TNTELE,EQ,INE141D01018
616,NSE,TNPL,EQ,INE107A01015
617,NSE,TERASOFT,BE,INE482B01010
618,NSE,TENNIND,EQ,INE19RI01016
619,NSE,TEMBO,EQ,INE869Y01010
620,NSE,TEJASNET,EQ,INE010J01012
621,NSE,TEGA,EQ,INE011K01018
622,NSE,TECILCHEM,EQ,INE014B01011
623,NSE,TECHNOE,EQ,INE285K01026
624,NSE,TECHM,EQ,INE669C01036
625,NSE,TEAMLEASE,EQ,INE985S01024
626,NSE,TEAMGTY,EQ,INE289C01025
627,NSE,TDPOWERSYS,EQ,INE419M01027
628,NSE,TCS,EQ,INE467B01029
629,NSE,TCPLPACK,EQ,INE822C01015
630,NSE,TCIFINANCE,BE,INE911B01018
631,NSE,TEXINFRA,EQ,INE435C01024
632,NSE,TCIEXP,EQ,INE586V01016
633,NSE,TBZ,EQ,INE760L01018
634,NSE,TBOTEK,EQ,INE673O01025
635,NSE,TATVA,EQ,INE0GK401011
636,NSE,TATATECH,EQ,INE142M01025
637,NSE,TATASTEEL,EQ,INE081A01020
638,NSE,TATAPOWER,EQ,INE245A01021
639,NSE,TATAINVEST,EQ,INE672A01026
640,NSE,TATAELXSI,EQ,INE670A01012
641,NSE,TATACONSUM,EQ,INE192A01025
642,NSE,TATACOMM,EQ,INE151A01013
643,NSE,TATACHEM,EQ,INE092A01019
644,NSE,TATACAP,EQ,INE976I01016
645,NSE,TASTYBITE,EQ,INE488B01017
646,NSE,TARSONS,EQ,INE144Z01023
647,NSE,TCI,EQ,INE688A01022
648,NSE,TEXMOPIPES,EQ,INE141K01013
649,NSE,TEXRAIL,EQ,INE621L01012
650,NSE,TFCILTD,EQ,INE305A01023
651,NSE,TNPETRO,EQ,INE148A01019
652,NSE,TMPV,EQ,INE155A01022
653,NSE,TMCV,EQ,INE1TAE01010
654,NSE,TMB,EQ,INE668A01016
655,NSE,TITAN,EQ,INE280A01028
656,NSE,TITAGARH,EQ,INE615H01020
657,NSE,TIRUPATIFL,EQ,INE319Y01024
658,NSE,TIRUMALCHM,EQ,INE338A01024
659,NSE,TIPSMUSIC,EQ,INE716B01029
660,NSE,TIPSFILMS,EQ,INE0LQS01015
661,NSE,TINNARUBR,EQ,INE015C01016
662,NSE,TIMKEN,EQ,INE325A01013
663,NSE,TIMETECHNO,EQ,INE508G01029
664,NSE,TIL,EQ,INE806C01018
665,NSE,TIJARIA,EQ,INE440L01017
666,NSE,TIINDIA,EQ,INE974X01010
667,NSE,TIIL,EQ,INE545H01011
668,NSE,TFL,EQ,INE804H01012
669,NSE,TGBHOTELS,EQ,INE797H01018
670,NSE,THANGAMAYL,EQ,INE085J01014
671,NSE,THEINVEST,EQ,INE924D01017
672,NSE,THEJO,EQ,INE121N01019
673,NSE,THELEELA,EQ,INE0AQ201015
674,NSE,URAVIDEF,EQ,INE568Z01015
675,NSE,THEMISMED,EQ,INE083B01024
676,NSE,THOMASCOOK,EQ,INE332A01027
677,NSE,THOMASCOTT,EQ,INE480M01011
678,NSE,THYROCARE,EQ,INE594H01019
679,NSE,TI,EQ,INE133E01013
680,NSE,TICL,BE,INE388G01026
681,NSE,TIGERLOGS,EQ,INE906O01029
682,NSE,THERMAX,EQ,INE152A01029
683,NSE,TARMAT,EQ,INE924H01018
684,NSE,URBANCO,EQ,INE0CAZ01013
685,NSE,USHAMART,EQ,INE228A01035
686,NSE,WINDLAS,EQ,INE0H5O01029
687,NSE,WILLAMAGOR,EQ,INE210A01017
688,NSE,WHIRLPOOL,EQ,INE716A01013
689,NSE,WHEELS,EQ,INE715A01015
690,NSE,WEWORK,EQ,INE085001019
691,NSE,WEWIN,BE,INE082W01014
692,NSE,WESTLIFE,EQ,INE274F01020
693,NSE,WENDT,EQ,INE274C01019
694,NSE,WELSPUNLIV,EQ,INE192B01031
695,NSE,WELINV,EQ,INE389K01018
696,NSE,WELENT,EQ,INE625G01013
697,NSE,WELCORP,EQ,INE191B01025
698,NSE,WEL,EQ,INE02WG01024
699,NSE,WEIZMANIND,EQ,INE080A01014
700,NSE,WINDMACHIN,EQ,INE052A01021
701,NSE,WEBELSOLAR,EQ,INE855C01023
702,NSE,WCIL,EQ,INE0CJF01024
703,NSE,WANBURY,EQ,INE107F01022
704,NSE,WALCHANNAG,EQ,INE711A01022
705,NSE,WAKEFIT,EQ,INE0E7301029
706,NSE,WABAG,EQ,INE956G01038
707,NSE,WAAREERTL,EQ,INE299N01021
708,NSE,WAAREEINDO,BE,INE866K01023
709,NSE,WAAREEENER,EQ,INE377N01017
710,NSE,VTL,EQ,INE825A01020
711,NSE,VSTTILLERS,EQ,INE764D01017
712,NSE,VSTL,EQ,INE0QTF01015
713,NSE,VSTIND,EQ,INE710A01016
714,NSE,VSSL,EQ,INE050M01012
715,NSE,VRLLOG,EQ,INE366I01010
716,NSE,WEALTH,EQ,INE658T01017
717,NSE,VRAJ,EQ,INE0S2V01010
718,NSE,WIPL,EQ,INE215F01023
719,NSE,WOCKPHARMA,EQ,INE049B01025
720,NSE,ZYDUSWELL,EQ,INE768C01028
721,NSE,ZYDUSLIFE,EQ,INE010B01027
722,NSE,ZUARIIND,EQ,INE217A01012
723,NSE,ZUARI,EQ,INE840M01016
724,NSE,ZOTA,EQ,INE358U01012
725,NSE,ZODIACLOTH,EQ,INE206B01013
726,NSE,ZODIAC,EQ,INE761Y01019
727,NSE,ZIMLAB,EQ,INE518E01015
728,NSE,ZFCVINDIA,EQ,INE342J01019
729,NSE,ZENTEC,EQ,INE251B01027
730,NSE,ZENSARTECH,EQ,INE520A01027
731,NSE,ZENITHSTL,EQ,INE318D01020
732,NSE,ZENITHEXPO,EQ,INE058B01018
733,NSE,ZEEMEDIA,EQ,INE966H01019
734,NSE,WIPRO,EQ,INE075A01022
735,NSE,ZEELEARN,EQ,INE565L01011
736,NSE,ZAGGLE,EQ,INE07K301024
737,NSE,YUKEN,EQ,INE384C01016
738,NSE,YESBANK,EQ,INE528G01035
739,NSE,YATRA,EQ,INE0JR601024
740,NSE,YATHARTH,EQ,INE0JO301016
741,NSE,YASHO,EQ,INE616Z01012
742,NSE,XTGLOBAL,EQ,INE547B01028
743,NSE,XPROINDIA,EQ,INE445C01015
744,NSE,XELPMOC,BE,INE01P501012
745,NSE,XCHANGING,EQ,INE692G01013
746,NSE,WSTCSTPAPR,EQ,INE976A01021
747,NSE,WSI,EQ,INE100D01014
748,NSE,WORTHPERI,EQ,INE196Y01018
749,NSE,WONDERLA,EQ,INE066O01014
750,NSE,ZEEL,EQ,INE256A01028
751,NSE,VPRPL,EQ,INE0AE001013
752,NSE,VOLTAS,EQ,INE226A01021
753,NSE,VOLTAMP,EQ,INE540H01012
754,NSE,VETO,EQ,INE918N01018
755,NSE,VESUVIUS,EQ,INE386A01023
756,NSE,VERTOZ,EQ,INE188Y01031
757,NSE,VERANDA,EQ,INE0IQ001011
758,NSE,VENUSREM,BE,INE411B01019
759,NSE,VENUSPIPES,EQ,INE0JA001018
760,NSE,VENTIVE,EQ,INE781S01027
761,NSE,VENKEYS,EQ,INE398A01010
762,NSE,VEEDOL,EQ,INE484C01030
763,NSE,VEDL,EQ,INE205A01025
764,NSE,VCL,BE,INE098201036
765,NSE,VBL,EQ,INE200M01039
766,NSE,VASWANI,EQ,INE590L01019
767,NSE,VASCONEQ,EQ,INE893I01013
768,NSE,VGL,EQ,INE273D01019
769,NSE,VARROC,EQ,INE665L01035
770,NSE,VARDHACRLC,EQ,INE116G01013
771,NSE,VALIANTORG,EQ,INE565V01010
772,NSE,VALIANTLAB,EQ,INE0JWS01017
773,NSE,VAKRANGEE,EQ,INE051B01021
774,NSE,VAISHALI,EQ,INE972X01022
775,NSE,VAIBHAVGBL,EQ,INE884A01027
776,NSE,VADILALIND,EQ,INE694D01016
777,NSE,V2RETAIL,EQ,INE945H01013
778,NSE,UYFINCORP,BE,INE152C01025
779,NSE,UTTAMSUGAR,EQ,INE786F01031
780,NSE,UTLSOLAR,EQ,INE12UR01024
781,NSE,UTKARSHBNK,EQ,INE735W01017
782,NSE,UTIAMC,EQ,INE094J01016
783,NSE,USK,EQ,INE0N0Y01013
784,NSE,VARDMNPOLY,EQ,INE835A01029
785,NSE,VGUARD,EQ,INE951I01027
786,NSE,VHL,EQ,INE701A01023
787,NSE,VHLTD,BE,INE048C01025
788,NSE,VMSTMT,EQ,INE0SJA01013
789,NSE,VMM,EQ,INE01EA01019
790,NSE,VMART,EQ,INE665J01013
791,NSE,VLSFINANCE,EQ,INE709A01018
792,NSE,VLEGOV,EQ,INE03HW01020
793,NSE,VIVIMEDLAB,EQ,INE526G01021
794,NSE,VIVIDHA,EQ,INE370E01029
795,NSE,VISHWARAJ,EQ,INE430N01022
796,NSE,VISHNU,EQ,INE270I01022
797,NSE,VISASTEEL,BE,INE286H01012
798,NSE,VISAKAIND,EQ,INE392A01021
799,NSE,VIRINCHI,EQ,INE539B01017
800,NSE,VIPULLTD,BE,INE946H01037
801,NSE,VIPIND,EQ,INE054A01027
802,NSE,VIPCLOTHNG,EQ,INE450G01024
803,NSE,VINYLINDIA,EQ,INE250B01029
804,NSE,VINNY,EQ,INE01KI01027
805,NSE,VIDHIING,EQ,INE632C01026
806,NSE,VIDYAWIRES,EQ,INE14UN01029
807,NSE,VIJAYA,EQ,INE043W01024
808,NSE,VIJIFIN,EQ,INE159N01027
809,NSE,VIKASECO,EQ,INE806A01020
810,NSE,VIKASLIFE,EQ,INE161L01027
811,NSE,URJA,EQ,INE550C01020
812,NSE,VIKRAMSOLR,EQ,INE078V01014
813,NSE,VIMTALABS,EQ,INE579C01029
814,NSE,VINATIORGA,EQ,INE410B01037
815,NSE,VINCOFE,EQ,INE498Q01014
816,NSE,VINDHYATEL,EQ,INE707A01012
817,NSE,VINEET-RE,BE,INE505Y20010
818,NSE,VINEETLAB,EQ,INE505Y01010
819,NSE,VIKRAN,EQ,INE01R501028
820,NSE,TARIL,EQ,INE763I01026
821,NSE,TARC,EQ,INE0EK901012
822,NSE,TARAPUR,BE,INE747K01017
823,NSE,SHEKHAWATI,EQ,INE268L01046
824,NSE,SHAREINDIA,EQ,INE932X01026
825,NSE,SHARDAMOTR,EQ,INE597I01028
826,NSE,SHARDACROP,EQ,INE221J01015
827,NSE,SHANTIGOLD,EQ,INE06ZD01017
828,NSE,SHANTIGEAR,EQ,INE631A01022
829,NSE,SHANTI,EQ,INE933X01016
830,NSE,SHANKARA,EQ,INE274V01019
831,NSE,SHALPAINTS,EQ,INE849C01026
832,NSE,SHALBY,EQ,INE597J01018
833,NSE,SHAKTIPUMP,EQ,INE908D01010
834,NSE,SHAILY,EQ,INE151G01028
835,NSE,SHAHALLOYS,EQ,INE640C01011
836,NSE,SHAH,EQ,INE482J01021
837,NSE,SHEMAROO,EQ,INE363M01019
838,NSE,SGMART,EQ,INE385F01024
839,NSE,SGL,EQ,INE353H01010
840,NSE,SGIL,EQ,INE00QT01015
841,NSE,SGFIN,EQ,INE618R01015
842,NSE,SFL,EQ,INE916U01025
843,NSE,SEYAIND,BE,INE573R01012
844,NSE,SETCO,EQ,INE878E01021
845,NSE,SESHAPAPER,EQ,INE630A01024
846,NSE,SERVOTECH,EQ,INE782X01033
847,NSE,SEQUENT,EQ,INE807F01027
848,NSE,SEPC,EQ,INE964H01014
849,NSE,SENORES,EQ,INE0RB801010
850,NSE,SENCO,EQ,INE602W01027
851,NSE,SEMAC,EQ,INE617A01013
852,NSE,SELMC,BE,INE105I01020
853,NSE,SGLTL,EQ,INE0M4D01010
854,NSE,SEJALLTD,BE,INE955I01044
855,NSE,SHILCTECH,EQ,INE024F01011
856,NSE,SHIVALIK,EQ,INE788J01021
857,NSE,SILGO,EQ,INE01II01013
858,NSE,SIL,EQ,INE173A01025
859,NSE,SIKKO,BE,INE112X01025
860,NSE,SIGNPOST,EQ,INE0KGZ01021
861,NSE,SIGNATURE,EQ,INE903U01023
862,NSE,SIGMA,EQ,INE0A0S01028
863,NSE,SIGIND,EQ,INE529F01035
864,NSE,SIGACHI,EQ,INE0D0K01022
865,NSE,SIEMENS,EQ,INE003A01024
866,NSE,SICALLOG,BE,INE075B01020
867,NSE,SHYAMTEL,EQ,INE635A01023
868,NSE,SHYAMMETL,EQ,INE810G01011
869,NSE,SHYAMCENT,BE,INE979R01011
870,NSE,SHRIRAMPPS,EQ,INE217L01019
871,NSE,SHILPAMED,EQ,INE790G01031
872,NSE,SHRIRAMFIN,EQ,INE721A01047
873,NSE,SHRINGARMS,EQ,INE1B3L01017
874,NSE,SHREYANIND,EQ,INE231C01019
875,NSE,SHREERAMA,EQ,INE879A01019
876,NSE,SHREEPUSHK,EQ,INE712K01011
877,NSE,SHREEJISPG,EQ,INE1B6101010
878,NSE,SHREECEM,EQ,INE070A01015
879,NSE,SHREDIGCEM,EQ,INE232A01011
880,NSE,SHRADHA,EQ,INE715Y01031
881,NSE,SHOPERSTOP,EQ,INE498B01024
882,NSE,SHK,EQ,INE500L01026
883,NSE,SHIVAUM,EQ,INE719F01016
884,NSE,SHIVATEX,EQ,INE705C01020
885,NSE,SHIVAMILLS,EQ,INE644Y01017
886,NSE,SHIVAMAUTO,EQ,INE637H01024
887,NSE,SHRIPISTON,EQ,INE526E01018
888,NSE,SECURKLOUD,BE,INE650K01021
889,NSE,SECMARK,EQ,INE0BTM01013
890,NSE,SEAMECLTD,EQ,INE497B01018
891,NSE,SANDESH,EQ,INE583B01015
892,NSE,SANATHAN,EQ,INE0JPD01013
893,NSE,SAMPANN,EQ,INE735M01018
894,NSE,SAMMAANCAP,EQ,INE148I01020
895,NSE,SAMHI,EQ,INE08U801020
896,NSE,SAMBHV,EQ,INE12NJ01018
897,NSE,SAMBHAAV,BE,INE699B01027
898,NSE,SALZERELEC,EQ,INE457F01013
899,NSE,SALSTEEL,BE,INE658G01014
900,NSE,SALONA,EQ,INE498E01010
901,NSE,SALASAR,EQ,INE170V01027
902,NSE,SAKUMA,EQ,INE190H01024
903,NSE,SAKSOFT,EQ,INE667G01023
904,NSE,SAKHTISUG,EQ,INE623A01011
905,NSE,SANDHAR,EQ,INE278H01035
906,NSE,SAKAR,EQ,INE732S01012
907,NSE,SAIL,EQ,INE114A01011
908,NSE,SAGILITY,EQ,INE0W2G01015
909,NSE,SAGCEM,EQ,INE229C01021
910,NSE,SAGARDEEP,EQ,INE976T01013
911,NSE,SAFARI,EQ,INE429E01023
912,NSE,SADHNANIQ,EQ,INE888C01040
913,NSE,SADBHIN,EQ,INE764L01010
914,NSE,SADBHAV,BE,INE226H01026
915,NSE,SABTNL,BE,INE416A01044
916,NSE,SABEVENTS,BE,INE860T01019
917,NSE,SAATVIKGL,EQ,INE13B501022
918,NSE,S&SPOWER,EQ,INE902B01017
919,NSE,RVTH,EQ,INE0DAB01012
920,NSE,RVNL,EQ,INE415G01027
921,NSE,SAILIFE,EQ,INE570L01029
922,NSE,SANDUMA,EQ,INE149K01016
923,NSE,SANGAMIND,EQ,INE495C01010
924,NSE,SANGHIIND,EQ,INE999B01013
925,NSE,SDBL,EQ,INE480C01038
926,NSE,SCPL,EQ,INE501Y01019
927,NSE,SCODATUBES,EQ,INE090501011
928,NSE,SCILAL,EQ,INE0PB301013
929,NSE,SCI,EQ,INE109A01011
930,NSE,SCHNEIDER,EQ,INE839M01018
931,NSE,SCHAND,EQ,INE807K01035
932,NSE,SCHAEFFLER,EQ,INE513A01022
933,NSE,SBIN,EQ,INE062A01020
934,NSE,SBILIFE,EQ,INE123W01016
935,NSE,SBICARD,EQ,INE018E01016
936,NSE,SBGLP,EQ,INE05ST01028
937,NSE,SBFC,EQ,INE423Y01016
938,NSE,SBCL,EQ,INE386D01027
939,NSE,SBC,EQ,INE04AK01028
940,NSE,SAURASHCEM,EQ,INE626A01014
941,NSE,SATIN,EQ,INE836B01017
942,NSE,SANGHVIMOV,EQ,INE989A01032
943,NSE,SANGINITA,EQ,INE753W01010
944,NSE,SANOFI,EQ,INE058A01010
945,NSE,SANOFICONR,EQ,INE0UOS01011
946,NSE,SANSERA,EQ,INE953O01021
947,NSE,SANSTAR,EQ,INE08NE01025
948,NSE,SILGO-RE1,BE,INE01II20021
949,NSE,SAPPHIRE,EQ,INE806T01020
950,NSE,SAREGAMA,EQ,INE979A01025
951,NSE,SARLAPOLY,EQ,INE453D01025
952,NSE,SARVESHWAR,EQ,INE324X01026
953,NSE,SASKEN,EQ,INE231F01020
954,NSE,SASTASUNDR,EQ,INE019J01013
955,NSE,SATIA,EQ,INE170E01023
956,NSE,SARDAEN,EQ,INE385C01021
957,NSE,SILINV,EQ,INE923A01015
958,NSE,SILLYMONKS,BE,INE203Y01012
959,NSE,SILVERTUC,EQ,INE625X01018
960,NSE,SUPERSPIN,EQ,INE662A01027
961,NSE,SUPERHOUSE,EQ,INE712B01010
962,NSE,SUNTV,EQ,INE424H01027
963,NSE,SUNTECK,EQ,INE805D01034
964,NSE,SUNPHARMA,EQ,INE044A01036
965,NSE,SUNFLAG,EQ,INE947A01014
966,NSE,SUNDROP,EQ,INE209A01019
967,NSE,SUNDRMFAST,EQ,INE387A01021
968,NSE,SUNDRMBRAK,EQ,INE073D01013
969,NSE,SUNDARMFIN,EQ,INE660A01013
970,NSE,SUNDARAM,EQ,INE108E01023
971,NSE,SUNCLAY,EQ,INE0Q3R01026
972,NSE,SUMMITSEC,EQ,INE519C01017
973,NSE,SUMIT,EQ,INE748Z01013
974,NSE,SUPRAJIT,EQ,INE399C01030
975,NSE,SUMICHEM,EQ,INE258G01013
976,NSE,SULA,EQ,INE142Q01026
977,NSE,SUKHJITS,EQ,INE450E01029
978,NSE,SUDEEPPHRM,EQ,INE0QPI01025
979,NSE,SUDARSCHEM,EQ,INE659A01023
980,NSE,SUBROS,EQ,INE287B01021
981,NSE,SUBEXLTD,EQ,INE754A01055
982,NSE,STYRENIX,EQ,INE189B01011
983,NSE,STYLEBAAZA,EQ,INE01FR01028
984,NSE,STYLAMIND,EQ,INE239C01020
985,NSE,STYL,EQ,INE04VU01023
986,NSE,STUDDS,EQ,INE00Q601028
987,NSE,STOVEKRAFT,EQ,INE00IN01015
988,NSE,STLTECH,EQ,INE089C01029
989,NSE,STLNETWORK,EQ,INE1VXE01018
990,NSE,SUMEETINDS,EQ,INE235C01036
991,NSE,SUPREME,EQ,INE822E01011
992,NSE,SUPREMEIND,EQ,INE195A01028
993,NSE,SUPRIYA,EQ,INE07RO01027
994,NSE,TARACHAND,EQ,INE555Z01020
995,NSE,TANLA,EQ,INE483C01032
996,NSE,TALBROAUTO,EQ,INE187D01029
997,NSE,TAKE,BE,INE142I01023
998,NSE,TAJGVK,EQ,INE586B01026
999,NSE,TAINWALCHM,EQ,INE123C01018
1000,NSE,SYSTMTXC,EQ,INE356B01024
1001,NSE,SYRMA,EQ,INE0DYJ01015
1002,NSE,SYNGENE,EQ,INE398R01022
1003,NSE,SYNCOMF,EQ,INE312C01025
1004,NSE,SYMPHONY,EQ,INE225D01027
1005,NSE,SWSOLAR,EQ,INE00M201021
1006,NSE,SWIGGY,EQ,INE00H001014
1007,NSE,SWELECTES,EQ,INE409B01013
1008,NSE,SWARAJENG,EQ,INE277A01016
1009,NSE,SWANCORP,EQ,INE665A01038
1010,NSE,SVPGLOB,BE,INE308E01029
1011,NSE,SURAJEST,EQ,INE843S01025
1012,NSE,SURAJLTD,EQ,INE713C01016
1013,NSE,SURAKSHA,EQ,INE877V01027
1014,NSE,SURANASOL,EQ,INE272L01022
